doi,title,authors,year,journal,type,core,review_status,domains,finding,dichotomy_use,limitation,url
10.21203/rs.3.rs-4961109/v1,Dust Surrounding Mars Detected by MAVEN,Shengyi Ye; Guangzhou Wang; Han Wu; Jian Wang,2024,,posted-content,False,Discovery candidate — not screened,Magnetism; Atmosphere,,,,https://doi.org/10.21203/rs.3.rs-4961109/v1
10.22541/au.170602175.59675849/v1,The subsurface structure of the Martian Utopian Basin revealed by the radar data of the Zhurong rover,Huitang Li; Bo Wang; Jun Li; Hong Qing Sheng; Xiao Ling,2024,,posted-content,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.22541/au.170602175.59675849/v1
10.22541/essoar.171691156.61838813/v1,Martian Highlands Differentiation Concomitant to Dichotomy FormationMartian Highlands Differentiation Concomitant to Dichotomy FormationMartian Highlands Differentiation Concomitant to Dichotomy FormationMartian Highlands Differentiation Concomitant to Dichotomy Formation,Valentin Bonnet Gibet; Chloe Michaut; Thomas Bodin; Mark A. Wieczorek; Fabien Dubuffet,2024,,posted-content,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.22541/essoar.171691156.61838813/v1
10.22541/essoar.172711250.01323367/v1,Primitive crust buried below southern highland of the Mars,Shuoran Yu; Nan Zhang; Mingjie Zhang; Long Xiao,2024,,posted-content,False,Discovery candidate — not screened,Gravity and topography; Meteorite geochemistry; Chronology,,,,https://doi.org/10.22541/essoar.172711250.01323367/v1
10.22541/essoar.173031774.49736782/v1,Paleo-ocean and Evolution of Mars Revealed by Seismic Crustal Stratigraphy,Xiaoxin Wang; Xiao Xiao; Lianxing Wen,2024,,posted-content,False,Discovery candidate — not screened,Magnetism,,,,https://doi.org/10.22541/essoar.173031774.49736782/v1
10.33140/jmtcm.03.01.02,"Irregularly Shaped Satellites-Phobos & Deimos-Moons of Mars, and Their Evolutionary History",,2024,Journal of Mathematical Techniques and Computational Mathematics,journal-article,False,Discovery candidate — not screened,Moons and impacts,,,,https://doi.org/10.33140/jmtcm.03.01.02
10.3389/fspas.2024.1270079,"The characteristic and size–frequency distribution of rocks at the Zhurong landing site, Mars",Xiukuo Sun; Shouding Li; Juan Li; Yanfang Wu; Shuo Zhang; Bo Zheng; Zhaobin Zhang; Tao Xu; Xinshuo Chen; Yiming Diao,2024,Frontiers in Astronomy and Space Sciences,journal-article,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.3389/fspas.2024.1270079
10.3390/rs16050824,Water Ice Resources on the Shallow Subsurface of Mars: Indications to Rover-Mounted Radar Observation,Naihuan Zheng; Chunyu Ding; Yan Su; Roberto Orosei,2024,Remote Sensing,journal-article,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.3390/rs16050824
10.3726/b20809,Martian Linguistics,,2024,,monograph,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.3726/b20809
10.3847/1538-4357/ad8232,Joint Observation of a Series of Magnetic Holes by Tianwen-1 and MAVEN on Mars,T. Y. Zhou; H. S. Fu; Z. Z. Guo; J. B. Cao; Y. M. Wang; W. D. Fu; Z. Wang; M. Ge,2024,The Astrophysical Journal,journal-article,False,Discovery candidate — not screened,Magnetism; Atmosphere,,,,https://doi.org/10.3847/1538-4357/ad8232
10.3847/1538-4357/ad93ad,Observations of the Crustal Mini-magnetopause Reconnection at Mars,Xinzhi Qiu; Yiqun Yu; Jing Wang; Lihui Chai; Fan Gong; Longhui Liu; Jinbin Cao,2024,The Astrophysical Journal,journal-article,False,Discovery candidate — not screened,Magnetism,,,,https://doi.org/10.3847/1538-4357/ad93ad
10.46427/gold2024.21350,Mg isotope evidence that magnesite in Martian meteorite ALH84001 precipitated as hydromagnesite,Surjyendu Bhattacharjee; John Eiler; Damanveer Grewal; Carl Swindle; John Valley; Clara Blättler; Chi Ma; Paul Asimow; Theodore Present; Guan Yunbin; Maciej Sliwinski,2024,Goldschmidt2024 abstracts,proceedings-article,False,Discovery candidate — not screened,Meteorite magnetism,,,,https://doi.org/10.46427/gold2024.21350
10.46427/gold2024.23730,"Complex history of Jezero crater as observed with the Perseverance Mars rover, and implications for habitability and astrobiology",Roger Wiens,2024,Goldschmidt2024 abstracts,proceedings-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.46427/gold2024.23730
10.5194/angeo-42-69-2024,Ionospheric density depletions around crustal fields at Mars and their connection to ion frictional heating,Hadi Madanian; Troy Hesse; Firdevs Duru; Marcin Pilinski; Rudy Frahm,2024,Annales Geophysicae,journal-article,False,Discovery candidate — not screened,Interior,,,,https://doi.org/10.5194/angeo-42-69-2024
10.5194/egusphere-egu24-11201,Clay Minerals Investigation along the Martian Crustal Dichotomy to Assess Aqueous Conditions on Early Mars,Jeremy Brossier; Francesca Altieri; Maria Cristina De Sanctis; Alessandro Frigeri; Marco Ferrari; Simone De Angelis; Enrico Bruschini; Andrea Apuzzo,2024,,posted-content,False,Discovery candidate — not screened,Dichotomy; Chronology,,,,https://doi.org/10.5194/egusphere-egu24-11201
10.5194/epsc2020-154,MAVEN observations of factors influencing the magnetotail twist at Mars,Gina A. DiBraccio; Norberto Romanelli; Jacob R. Gruesbeck; Jasper Halekas; Suranga Ruhunusiri; Jared Espley; Gangkai Poh; John E. P. Connerney; Shaosui Xu; Tristan Weber; Janet Luhmann; David Brain,2024,,posted-content,False,Discovery candidate — not screened,Magnetism,,,,https://doi.org/10.5194/epsc2020-154
10.5194/epsc2020-208,Mars’ ionopause characterization based on MAVEN and Mars Express observations,Beatriz Sanchez-Cano; Clara Narvaez; Mark Lester; Michael Mendillo; Majd Mayyasi; Mats Holmstrom; Jasper Halekas; Laila Andersson; Christopher M. Fowler; James P. McFadden; Sofija Durward,2024,,posted-content,False,Discovery candidate — not screened,Magnetism; Atmosphere,,,,https://doi.org/10.5194/epsc2020-208
10.5194/epsc2020-477,Automatic Crater Counting: Model Ages Derivation of Large Martian Impact Craters.,Anthony Lagain; Konstantinos Servis; Christopher Norman; Gretchen Benedix; Philippe Bland,2024,,posted-content,False,Discovery candidate — not screened,Meteorite provenance,,,,https://doi.org/10.5194/epsc2020-477
10.5194/epsc2020-665,Forming the Martian Crustal Dichotomy Without Significant Mantle Heating,Harry Ballantyne; Martin Jutzi,2024,,posted-content,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.5194/epsc2020-665
10.5194/epsc2020-777,On Mirror Mode Waves at Mars: Results from MAVEN,Cyril Simon Wedlund; Martin Volwerk; Christian Mazelle; Christian Möstl; Diana Rojas-Castillo; Jared Espley; Jasper Halekas,2024,,posted-content,False,Discovery candidate — not screened,Magnetism,,,,https://doi.org/10.5194/epsc2020-777
10.5194/epsc2020-861,"Igneous Float Rocks at the Ireson Hill and Bressay Localities, Gale Crater, Mars",Donald Bowden; John Bridges; Agnes Cousin; Susanne Schwenzer; Roger Wiens; Olivier Gasnault; Lucy Thompson; Patrick Gasda; Candice Bedford; Stuart Turner; Rebecca Williams,2024,,posted-content,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.5194/epsc2020-861
10.5194/epsc2021-319,Generation of Global Surface and Shallow Subsurface Images of Mars by Radar Sounders Data,Miguel Hoyo García; Leonardo Carrer; Lorenzo Bruzzone; Francesca Bovolo,2024,,posted-content,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.5194/epsc2021-319
10.5194/epsc2021-341,"Spectroscopic study of North West Africa 12269, a recently classified Martian meteorite.",Paola Manzari; Gioacchino Tempesta; Giovanna Agrosì,2024,,posted-content,False,Discovery candidate — not screened,Meteorite magnetism,,,,https://doi.org/10.5194/epsc2021-341
10.5194/epsc2021-492,Analysis of topographic profiles of elongated craters on Mars,Bernd Buchenberger; Elliot Sefton-Nash; Olivier Witasse,2024,,posted-content,False,Discovery candidate — not screened,Chronology,,,,https://doi.org/10.5194/epsc2021-492
10.5194/epsc2021-765,Identifying the Sweet Spot for an Impact-Induced Martian Dichotomy,Harry Ballantyne; Martin Jutzi; Gregor J. Golabek,2024,,posted-content,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.5194/epsc2021-765
10.5194/epsc2021-838,Analysis of tectonic structures on the Martian surface: a contribution to the understanding of the crustal dichotomy,Evandro Balbi; Paola Cianfarra; Gabriele Ferretti; Laura Crispini; Silvano Tosi,2024,,posted-content,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.5194/epsc2021-838
10.5194/epsc2024-1049,Samples collected by Mars 2020 Perseverance at Jezero Crater for Mars Sample Return,Sandra Siljeström; Chris Herd; Tanja Bosak; Kenneth Farley; Kathryn Stack; Kathleen Benison; Andy Czaja; Vinciane Debaille; Elisabeth Hausrath; Keyron Hickman-Lewis; Lisa Mayhew; Mark Sephton; David Shuster; Justin Simon; Meenakshi Wadhwa; Maria-Paz Zorzano; Ben Weiss,2024,,posted-content,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.5194/epsc2024-1049
10.5194/epsc2024-1271,Subsurface Investigations of Debris-Covered Glaciers as Mars Analogs with Drone-Based Ground Penetrating Radar,Roberto Aguilar; Tyler Meng; Michael Christoffersen; Stefano Nerozzi; John Holt,2024,,posted-content,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.5194/epsc2024-1271
10.5194/epsc2024-271,Clay - Carbonate Assemblages along the Martian Crustal Dichotomy: A Key to Assess Aqueous Conditions on Early Mars,Jeremy Brossier; Francesca Altieri; Maria Cristina De Sanctis; Alessandro Frigeri; Marco Ferrari; Simone De Angelis; Enrico Bruschini; Andrea Apuzzo,2024,,posted-content,False,Discovery candidate — not screened,Dichotomy; Chronology,,,,https://doi.org/10.5194/epsc2024-271
10.5194/epsc2024-487,Bistatic Radar Observations in 2022 with Mars Express,Dennis Scholl; Tom Andert; Martin Pätzold; Adonees Semaan,2024,,posted-content,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.5194/epsc2024-487
10.5194/epsc2024-61,Enabling large-scale detection of subsurface features on Mars by their radar mapping,Miguel Hoyo García; Lorenzo Bruzzone; Francesca Bovolo,2024,,posted-content,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.5194/epsc2024-61
10.55766/sujst-2024-02-e01241,A REVIEW OF STRUCTURAL AND SYSTEM DESIGN OF MARS ROVER CURIOSITY AND PERSEVERANCE,Thongchart Thanadulsatit; Pawarathe Bualert; Siraphop Deschanin; Takdanai Ruxthawonwong; Sutinee Rueankham; Sandusit Wongsawat; Paron Tantana; Wares Chancharoen,2024,Suranaree Journal of Science and Technology,journal-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.55766/sujst-2024-02-e01241
10.56198/5m1rhtuqv,Game-based Learning Mars EcoVenture: Rover's Odyssey,Mohammed Shikdar; Shahaan Ahmed; Divine Osanapa; Jack Ingram; Shaif Hemraj; Stephen Selwood; Markos Mentzelopoulos; Kai Erenli,2024,Practitioner Proceedings of the 10th International Conference of the Immersive Learning Research Network (iLRN2024),proceedings-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.56198/5m1rhtuqv
10.59277/roaj.2024.1-2.04,MARS CHRONOLOGY DERIVED FROM CRATERS HETEROGENEITY AT GALE CRATER,Astronomical Institute of Romanian Academy; Radu Capitan,2024,Romanian Astronomical Journal,journal-article,False,Discovery candidate — not screened,Chronology,,,,https://doi.org/10.59277/roaj.2024.1-2.04
10.59720/23-181,Generation of a magnetic field on Mars,Zhansaya Galymova; Serik Anibayev; Raya Smagulova,2024,Journal of Emerging Investigators,journal-article,False,Discovery candidate — not screened,Magnetism,,,,https://doi.org/10.59720/23-181
10.64628/aai.cpfasxtvk,Meteorites from Mars help scientists understand the red planet’s interior,James Day,2024,,posted-content,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.64628/aai.cpfasxtvk
10.7185/geochemlet.2443,Dating recent aqueous activity on Mars,M.M. Tremblay; D.F. Mark; D.N. Barfod; B.E. Cohen; R.B. Ickert; M.R. Lee; T. Tomkinson; C.L. Smith,2024,Geochemical Perspectives Letters,journal-article,True,Selected full-text sections consulted,Surface and evolution,Lafayette iddingsite dates aqueous alteration to 742 ± 15 Ma at 2 sigma.,Separates mineral alteration from older crystallization and later ejection in a shared event history.,Results and interpretation consulted. This local alteration age does not independently date remanence or demonstrate a global ocean.,https://doi.org/10.7185/geochemlet.2443
10.1007/978-3-662-65093-6_1756,Mars Odyssey,Frances Westall,2023,Encyclopedia of Astrobiology,book-chapter,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1007/978-3-662-65093-6_1756
10.1007/978-3-662-65093-6_300792,Martian Meteorites,,2023,Encyclopedia of Astrobiology,book-chapter,False,Discovery candidate — not screened,Dichotomy; Meteorite magnetism; Meteorite geochemistry,,,,https://doi.org/10.1007/978-3-662-65093-6_300792
10.1007/978-3-662-65093-6_5599,"Mars, Paleo Ocean",Victor R. Baker,2023,Encyclopedia of Astrobiology,book-chapter,False,Discovery candidate — not screened,Interior; Surface and water,,,,https://doi.org/10.1007/978-3-662-65093-6_5599
10.1007/978-3-662-65093-6_5633,Martian Moon Exploration,Michel Viso,2023,Encyclopedia of Astrobiology,book-chapter,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.1007/978-3-662-65093-6_5633
10.1007/978-3-662-65093-6_940,Mars Express,Jean-Pierre Bibring,2023,Encyclopedia of Astrobiology,book-chapter,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1007/978-3-662-65093-6_940
10.1007/978-3-662-65093-6_942,Mars Pathfinder,Claude D’Uston,2023,Encyclopedia of Astrobiology,book-chapter,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1007/978-3-662-65093-6_942
10.1007/978-981-99-3138-5_18,Lower Atmosphere of Mars,S. A. Haider,2023,Astrophysics and Space Science Library Aeronomy of Mars,book-chapter,False,Discovery candidate — not screened,Atmosphere,,,,https://doi.org/10.1007/978-981-99-3138-5_18
10.1007/978-981-99-3138-5_19,Trace Gases of Mars Atmosphere,S. A. Haider,2023,Astrophysics and Space Science Library Aeronomy of Mars,book-chapter,False,Discovery candidate — not screened,Atmosphere,,,,https://doi.org/10.1007/978-981-99-3138-5_19
10.1007/978-981-99-3138-5_5,Thermal Structure of Mars Atmosphere,S. A. Haider,2023,Astrophysics and Space Science Library Aeronomy of Mars,book-chapter,False,Discovery candidate — not screened,Atmosphere,,,,https://doi.org/10.1007/978-981-99-3138-5_5
10.1007/978-981-99-3138-5_6,Magnetic Field of Mars,S. A. Haider,2023,Astrophysics and Space Science Library Aeronomy of Mars,book-chapter,False,Discovery candidate — not screened,Magnetism; Atmosphere,,,,https://doi.org/10.1007/978-981-99-3138-5_6
10.1007/978-981-99-3138-5_7,Upper Atmosphere of Mars,S. A. Haider,2023,Astrophysics and Space Science Library Aeronomy of Mars,book-chapter,False,Discovery candidate — not screened,Atmosphere,,,,https://doi.org/10.1007/978-981-99-3138-5_7
10.1007/978-981-99-3138-5_8,Atmospheric Escape from Mars,S. A. Haider,2023,Astrophysics and Space Science Library Aeronomy of Mars,book-chapter,False,Discovery candidate — not screened,Atmosphere,,,,https://doi.org/10.1007/978-981-99-3138-5_8
10.1007/978-981-99-7549-5_31,Application of Computer Vision Technology in Collaborative Control of the “Zhurong” Mars Rover,Jia Wang; Guolin Hu; Dafei Li; Saijin Wang; Shaojin Han; Xin Li; Xiaohui Liu; Ziqing Cheng; Hui Zhang; Zhao Huang; Ximing He; Xiaoxue Wang,2023,Communications in Computer and Information Science Image and Graphics Technologies and Applications,book-chapter,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.1007/978-981-99-7549-5_31
10.1016/j.asr.2022.11.058,Mars-Phobos/Deimos libration points revisited,Guy Marcus; Pini Gurfil,2023,Advances in Space Research,journal-article,False,Discovery candidate — not screened,Moons and impacts,,,,https://doi.org/10.1016/j.asr.2022.11.058
10.1016/j.epsl.2023.118126,Origin and abundances of volatiles on Mars from the zinc isotopic composition of Martian meteorites,M. Paquet; Paolo A. Sossi; Frédéric Moynier,2023,Earth and Planetary Science Letters,journal-article,False,Discovery candidate — not screened,Meteorite geochemistry,,,,https://doi.org/10.1016/j.epsl.2023.118126
